"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
27,"Maryland",19,134500,134200,133800,133300,133000,133000,133100,133100,133200,133400,133500,133600,133900,134200,134100,134100,133900,133700,133700,133800,133900,134300,135000,135500,135700,135800,135900,136000,136200,136500,136800,137000,137300,137800,138400,139100,139700,140000,140200,140600,141100,141600,142000,142400,143000,143800,144600,145100,145600,146200,146800,147500,148100,148400,148900,149800,150900,151800,152700,153800,155100,156300,157400,158400,159300,160400,161600,162800,163900,165100,166600,168200,169500,170900,172800,174700,176600,178500,180400,182400,184500,186500,188600,190700,192900,195200,197400,199700,202300,205100,208000,211200,214400,217500,220700,224100,227600,231300,235400,240000,245000,249900,254400,259000,264000,269000,273700,278400,283200,288300,293700,299000,304000,309000,313800,318000,321200,324000,326700,329200,331400,333300,334900,335900,336400,336300,336200,335800,335500,335400,335300,335200,335400,335400,334500,332800,330900,329000,327200,325200,322900,320100,317000,313800,310700,307600,304500,301100,297800,294600,291800,288500,285400,283400,281800,279500,277100,274800,272600,270700,269500,268400,267300,266600,265800,264800,263700,262500,261400,260400,259200,257900,256500,254800,253200,251900,251100,249800,248400,247400,246200,244200,242600,241500,240500,239200,238000,237300,237000,236700,236200,236100,236200,236400,236800,237600,238500,239200,239900,240800,241700,242400,243200,243900,244600,245700,247200,248800,250300,251700,253300,254700,256000,257300,258200,259100,260800,262800,264200,264900,265400,265600,265300,263800,261100,259300,259500,260000,259400,259200,259100,258700,258300,258900,259600,260100,260600,261200
60,"Wisconsin",20,,,,,,,,,,,,,,,,,100200,101000,102500,104000,104500,104500,104300,104400,104500,105000,105800,106900,107400,107800,108200,108700,109000,109300,109500,110400,111800,112900,113500,113900,114000,113900,113800,114000,114200,114200,114500,115300,115900,116400,116600,116500,117000,118300,119200,119600,120100,120800,121500,122100,123000,123700,123700,123800,124600,125200,125500,125800,126400,127100,127800,128000,128100,128300,129200,130500,131500,131800,132100,132800,133300,133800,134500,135300,136100,137000,137700,138200,138700,139200,139700,140400,140800,140600,140500,141000,141600,142100,142800,143700,144400,144900,145500,146300,147200,147900,148200,148500,149000,150000,151000,152000,153000,154100,154900,155300,155600,156100,156800,157300,157400,157200,157100,157000,157000,157200,157500,157700,157800,157800,157800,158100,159000,159700,159600,159100,158600,158200,157900,157800,157600,157200,156900,156800,156500,156400,156300,155900,155500,155100,155000,155100,155700,157100,158700,159400,159400,159500,160000,160400,160600,160900,160800,160600,160100,159600,159400,158900,158100,157300,156700,156200,155700,155100,154400,154100,154000,153400,152100,150900,150500,150300,149600,149000,148700,148300,148000,147800,147400,147100,146800,146700,146800,147300,147700,147800,147800,148100,148300,148300,148300,148100,147900,148100,148900,149300,149700,150400,151000,151400,152000,152700,153500,154600,155600,155600,154700,153700,153400,153300,153400,153400,153500,153500,153200,152700,152700,153100,153300,154000,154900,155800,156700,157600,158000,158300,158200,157900
31,"Minnesota",21,97900,98600,98900,98900,98800,98800,98800,98900,99100,99600,100300,100900,101300,101600,101900,102200,102600,102900,103400,104200,104900,105700,106600,107600,108200,108600,109000,109400,110200,111000,111900,112900,113900,114800,116000,117200,118100,119100,120300,121700,123100,124300,125500,126600,127500,128600,129700,130900,132200,133300,134600,136100,137500,138900,140300,141400,142600,144200,145600,146900,148500,150000,151400,152700,153900,155000,156200,157300,158400,159500,160600,161500,162500,163700,165100,166500,167900,169400,170600,171800,173000,174300,175500,176900,178400,179600,180500,181500,182600,183700,184700,185800,186800,187900,188900,189700,190600,192000,193700,195200,196600,197900,199100,200200,201400,202600,203900,205300,206600,207500,208200,208900,209800,210500,211300,212000,212400,212400,212500,212800,213100,213400,213400,213000,212600,212200,212100,212200,212100,211400,210700,210200,209500,208500,207400,206300,205100,204000,202800,201500,199800,197800,195500,193500,191400,189400,187600,186400,185300,183700,182200,180800,180400,181200,182200,182000,181500,180900,180700,180400,179900,179600,179300,178800,178100,177600,177200,176900,176200,175500,174700,173600,172200,170800,169400,168100,166700,165300,163600,161800,160400,159400,158300,157200,156400,155700,155400,155500,155300,155200,155300,155700,156500,157400,158300,159300,160500,161600,162300,162900,163500,164000,164700,165800,167300,168900,170600,172300,173800,175000,176200,177200,178000,178600,179000,179400,179800,179900,180000,180200,180500,181000,181500,181900,182100,182400,183200,184200,184600,184900,185100,185300,185500,186200,186900,187800,189000,190300
10,"Colorado",22,134300,134600,134900,135200,135500,136000,136400,137000,137400,137900,138500,139000,139400,139800,140200,141000,141800,142500,143100,143800,144700,145900,146800,147400,147900,148300,148800,149400,150000,150600,151400,152300,153400,154600,155900,157300,158900,160600,162300,163900,165400,166900,168400,170100,171400,172900,174600,176400,177900,179600,181500,183000,184500,186200,187900,189600,191200,192900,194800,196500,198000,199400,200800,201900,202900,204000,204800,205300,205800,206300,206800,207400,208200,209000,209800,210800,211700,212300,212700,213200,213600,214100,214500,214700,215000,215200,215100,215100,215400,215900,216700,217300,217900,218500,219300,219800,220200,220800,221400,221800,222300,222900,223300,224000,224800,225700,226700,227600,228200,228700,229200,229600,230100,230800,231300,232000,232800,233600,234000,234400,235000,235300,235500,235700,235800,235800,236000,236300,236600,236800,236800,236900,236900,237100,237400,237700,237600,237300,237000,236600,235700,234200,232600,231400,230600,230200,229900,229900,229600,228900,227800,226500,225700,225200,224800,224200,223800,223400,222900,222600,222600,223000,223400,223400,223300,223600,223800,223700,223400,222700,221800,220800,219700,218800,218200,217700,217100,216400,215700,214900,214000,213100,212600,212300,212000,212000,212200,212600,213200,214000,214900,216100,217400,218500,219400,220300,221300,222200,223000,223800,224600,225500,226800,228200,229800,231800,234000,236200,238300,240500,242400,244200,246200,248300,250300,251900,253600,255600,257500,258900,260300,261900,263700,265700,267800,270200,273300,276500,279300,282100,284900,287900,290800,294000,297100,300200,302900,305000
4,"Alabama",23,79300,79200,79700,80100,80200,80300,80700,81200,81300,81200,81200,81200,81100,80900,80800,80800,80900,81000,81200,81500,81900,82400,82900,83500,83800,83900,84200,84400,84700,85100,85400,85800,86200,86600,87300,87800,88400,89100,89600,89900,90000,89900,90000,90400,90500,90500,90200,90100,90600,91200,91300,91400,91800,92000,91700,91500,91500,91800,92000,92100,92300,92900,93500,93700,93700,93800,94100,94500,95000,95500,96100,96300,96100,96100,96300,96300,96300,96600,96900,97000,97000,97300,98000,98400,98400,98200,97800,97800,98700,99700,100100,100500,100800,100800,100900,101400,101900,102400,103500,104500,105400,106200,107200,108000,108800,109600,110100,111400,113300,114500,115000,115700,116200,116800,117600,118700,119700,120700,121400,122000,122500,123200,123800,124200,124400,124700,125000,125500,126000,126200,126400,126500,126200,126100,126300,126700,127100,127300,127200,126900,126400,125400,124400,123700,123800,124100,124900,125500,125500,125200,125100,124700,125300,127200,129700,131300,132000,132200,132100,131600,131100,130900,131100,131200,130900,130200,129200,128200,127400,127000,126300,125500,124900,124100,123200,122600,122000,121300,120400,119700,119100,118900,118700,118600,118700,118900,118900,118900,118800,118800,118900,119100,119400,119700,119800,119800,119900,120100,120400,120700,121200,121400,121300,121500,121800,122000,122200,122900,123700,124500,124800,124800,124900,125200,126000,125800,124200,122700,122000,121600,121300,121300,121800,122200,121900,121300,120900,121000,121300,121800,122000,122200,122300,122200,122100,122200,122300,122300
51,"South Carolina",24,79900,80000,80100,80100,79800,79800,80000,80200,80400,80600,80800,81100,81300,81400,81500,81800,82300,82900,83300,83600,83700,84000,84300,84700,85200,85600,85800,86300,87000,87500,87700,88200,88800,89400,90100,90700,91000,91400,92000,92500,92900,93100,93200,93500,94000,94500,95100,95600,96000,96400,96800,97200,97400,97700,98100,98500,98800,99100,99300,99500,99600,99900,100300,100700,101100,101500,102000,102400,102600,102900,103200,103400,104000,104400,104700,104900,105000,105400,105800,106100,106300,106600,106900,107300,107600,107700,108100,108600,109100,109600,110000,110300,110600,111000,111500,112100,112600,113200,113900,114400,114900,115400,116000,116800,117800,118500,119100,119700,120500,121200,121800,122400,123200,123900,124600,125500,126100,126600,126900,127300,127800,128200,128700,129200,129700,130100,130500,130800,131000,130900,130800,130600,130500,130700,130800,130600,130500,130700,130700,130400,129900,129600,129400,129300,129400,129300,129000,128800,128600,128300,128000,127400,127800,129800,131600,132400,132900,133000,133200,133300,133200,133000,133100,133300,133300,132600,132000,131700,131400,131200,131100,130700,130300,129900,129300,128900,128500,128100,127600,126900,126200,125700,125100,124700,124500,124000,123400,123000,122700,122100,121700,121300,120900,120800,121100,121300,121400,121800,122200,122200,122200,122000,121700,121800,122000,122300,122700,123600,124200,124900,125800,126900,127500,127700,127700,128100,129000,129200,129200,129500,130100,130400,130700,131100,131400,131800,132500,133400,133800,134700,135200,134700,134300,134600,134800,135100,135400,135700
24,"Kentucky",25,79200,78900,78900,79400,79900,80200,80400,80700,81000,81200,81300,81500,81700,82100,82500,82900,83200,83400,83700,84000,84300,84600,84900,85100,85300,85700,86200,86500,86700,86900,87200,87500,87800,88200,88700,89300,89800,90200,90300,90600,91000,91500,91700,91700,91700,91900,92200,92700,93000,93500,93700,93800,94000,94200,94500,94800,95000,95400,95900,96100,96400,96800,97300,97800,98200,98500,98500,98500,98800,99400,99700,99900,100200,100400,100700,101000,101300,101400,101800,102300,102800,103000,103300,103600,103800,104000,104200,104300,104500,104700,105100,105700,106400,106800,107100,107400,107900,108500,108900,109100,109500,110200,110700,110900,111100,111300,111400,111700,111900,112200,112600,112900,113300,113500,113800,114200,114500,114500,114400,114500,114800,114900,115100,115500,115600,115600,115900,116200,116000,115900,115900,115800,115800,115800,115700,115400,115400,115600,115800,115700,115600,115400,115200,115100,115000,114900,115000,115200,115400,115600,115600,115100,115100,116200,117800,118900,119300,119500,119700,119900,120300,120600,120900,121100,121400,121500,121500,121500,121500,121600,121600,121400,120900,120400,120000,119900,119800,119600,119200,119100,119200,119200,119000,119000,118700,118400,118200,118200,118100,118100,118200,118200,118500,118900,119100,119400,119900,120000,119900,120100,120500,120600,120400,120300,120800,121400,122100,123000,123700,124100,124700,125600,126200,126300,126700,126500,125200,124000,123600,123400,123500,123800,124000,124300,124600,124700,124600,124900,125500,126100,126300,126400,126500,126800,127100,127200,127400,127700
46,"Oregon",26,127200,127900,128500,129200,129900,130400,130700,131400,132100,132800,133200,133600,133900,134200,134500,134900,135300,135700,136400,136900,137400,138000,138600,139100,139500,140000,140200,140200,140500,141000,141700,142200,142600,143000,143700,144200,144600,144800,145300,145900,146300,146400,146500,146700,147000,147400,147600,148000,148400,149100,149700,149900,150000,150300,150500,150600,151200,152000,152800,153500,153800,154000,154300,154700,155100,155700,156000,156300,156600,157400,158400,159100,159700,160400,160800,161300,162000,162800,163600,164600,165400,166200,167000,168000,168800,169500,170400,171300,172100,173000,174200,175700,177000,178000,179000,180100,181600,183300,184900,186700,188600,190600,192700,194900,197000,199400,201900,204500,207300,210600,214400,218600,222800,227100,231400,235600,239300,242600,245900,249200,252300,255100,257600,259800,261900,263400,264200,265000,265800,266400,266800,267500,268000,268300,268200,267900,267000,265900,264600,263300,261700,260000,258200,256500,255200,253800,252100,250100,248300,246300,244000,241300,239300,238400,237900,236700,235000,233100,231400,229900,228700,228000,227600,227600,227600,226900,225800,224600,223600,222300,220700,219000,217200,215400,213800,212500,211300,209900,208400,206600,204800,203200,201900,200800,200000,199500,199100,198900,198700,198800,199200,199700,200500,201200,201900,202600,203500,204300,205100,205800,206500,207500,208900,210600,212400,214500,217200,220100,222800,225300,227500,229300,230900,232700,234300,235600,236800,238000,239000,239800,240600,241300,242100,243200,243800,244300,245700,247500,249300,251700,254100,256400,258700,261300,263900,266600,269300,271600
45,"Oklahoma",27,57600,57700,57900,58000,58100,58000,58100,58300,58500,58800,59000,59000,59200,59400,59600,59800,60000,60400,60700,60800,60900,61200,61400,61600,61900,62200,62400,62600,62800,62900,63300,63700,63900,64200,64400,64400,64500,64900,65300,65500,65600,66000,66200,66400,66700,67000,67200,67500,67700,67900,68300,68600,68700,69000,69000,69100,69300,69500,70000,70500,70700,70800,71000,71200,71300,71400,71800,72000,72000,72100,72100,72300,72600,72800,72700,72800,73100,73300,73400,73700,74000,74200,74600,74800,75100,75200,75400,75700,76100,76200,76200,76300,76600,76800,76900,77200,77500,77700,77900,78100,78600,79000,79300,79500,79700,79700,79900,80200,80500,80800,81300,81600,81800,82000,82300,82700,83100,83400,83700,83800,83700,83800,84000,84200,84400,84600,84700,85000,85200,85200,85200,85200,85300,85400,85700,85900,85900,86000,86300,86400,86400,86400,86400,86400,86600,86800,86800,86700,86800,86900,86900,86800,87400,88500,89200,89400,89900,90300,90500,90700,91000,91000,91200,91500,91700,91500,91500,91600,91600,91700,91800,91700,91500,91600,91600,91400,91100,90900,91000,91500,91900,91600,91500,91700,92100,92200,92300,92500,92900,93100,93500,94200,95000,95700,96100,96600,97200,97900,98600,99100,99400,99600,99800,100000,100400,100700,101500,102600,103500,104500,105700,106900,107800,108700,109200,109100,108900,108900,108800,108900,109400,110000,110200,110400,110600,110700,111300,111900,112200,113200,114000,114000,113700,113800,113700,113900,114200,114500
11,"Connecticut",28,144200,144600,145000,145200,145000,145000,145000,145000,145000,145200,145500,145800,146000,146000,146000,146100,146400,146900,147400,147800,148500,149600,150600,151500,152100,152500,152500,152500,152700,153300,154000,154900,156000,157400,158600,159800,160700,161700,162700,163600,164400,165300,166400,167300,168300,169600,171100,172400,173500,174600,175800,176900,178000,179000,180000,181200,182400,183700,185500,187300,188700,190200,191600,193100,194900,196900,198600,200600,202500,204400,206000,207600,209700,212200,215000,217800,220400,222700,224700,227000,229600,232000,234300,236500,238500,240000,241800,243900,245800,247700,249900,251800,253600,255700,257900,260000,262800,265900,269000,272200,275600,278600,281400,284200,286600,288900,291100,293200,295400,297600,299800,301900,304100,306300,308300,309900,311300,312300,313100,314100,314700,314500,314200,313900,313400,312800,312600,312400,312100,311900,312000,312000,311900,311400,310600,309300,308200,307100,305900,304900,303600,301700,299500,297800,296400,295500,294400,293100,291600,290300,288700,286800,285000,283600,282300,280800,279100,277400,276000,275200,274600,274200,274100,274200,274300,274200,274000,273500,273100,272700,272100,271000,269600,268200,266800,265300,263800,262800,261900,260600,259100,258000,257200,256600,256100,255400,254400,253700,252800,251700,250900,250800,250700,250400,249900,249500,249400,249000,248600,248400,248500,248900,249100,249200,249600,250100,251000,252100,253300,254300,255200,255700,256500,257200,257100,256900,257700,258600,258900,258300,257300,256500,255800,255100,254500,254200,254500,254900,254600,254100,253800,253600,253300,253000,253000,253200,253300,253200
19,"Iowa",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118200,119500,120200,121700,121900,120600,117600,114300,111800,111000,110900,110800,111600,112700,113300,114300,115700,116300,116500,117000,117200,117200,117500,118000,118000,118400,119100,119600,119700,120800,122700,124100,124700,125000,124500,123300,122200,121600,121800,122700,123400,122700,122100,122600,122800,122700,123600,125200,126000,125900,126100,127100,127700,127400,127900,128900,128600,127300,126700,126800,127500,128300,128600,128500,128000,127200,127100,128300,129000,129200,129700,130600,131400,131900,131800,131600,131700,131800
34,"Mississippi",30,64200,64200,64400,64600,65000,65500,65600,65500,65400,65200,65100,65100,65300,65600,65900,66100,66500,67000,67700,68300,68600,68700,68900,69400,69900,70400,70800,71200,71600,72000,72100,72000,71800,72000,72700,73200,73400,73300,73100,73000,73100,73100,73200,73400,73400,73400,73900,74100,73800,73500,73600,73800,73700,73600,73400,73300,73700,74400,74800,75300,75700,75900,76100,76400,76600,76700,76700,76700,76900,77300,77200,76800,76700,76900,76800,76700,76400,76400,76700,77000,77100,77100,77400,77700,78300,78700,79200,79900,80600,80800,80700,80800,81200,81700,81700,81800,82200,82700,83000,83100,83300,83800,84300,84600,84800,84600,84400,84100,84000,84100,84000,83800,83900,84100,84700,85500,85800,85700,85900,86700,87700,88300,89000,89700,90000,90400,91200,91900,92600,93600,94700,95200,95400,95600,96100,96700,97100,97200,97100,97100,97300,97900,98500,99000,99100,99400,99900,101000,102900,105300,107700,110000,112300,114400,116500,119000,121800,124500,126800,127600,127100,126400,125800,125100,124300,123600,123100,123100,123400,122900,121600,120200,119000,118000,117100,116200,115500,114700,113200,112700,113700,114600,114000,112600,111100,110100,110100,110000,110400,111500,112500,113000,113600,114200,114000,116500,121600,125100,126200,127600,128400,128800,129600,126800,121800,120300,123200,125500,126400,126400,125600,124400,122900,121700,121800,121500,118900,115500,113600,112700,112100,112000,112400,112700,112900,112600,112000,112700,114200,115400,115800,115400,114100,113500,113300,113100,113100,113300
6,"Arkansas",31,66400,66200,66100,66100,65900,65700,65800,65900,66100,66200,66400,66700,67200,67500,67700,67600,67600,67800,68100,68300,68400,68400,68800,69300,69500,69500,69600,69600,69900,70300,70500,70400,70500,70800,70800,70600,70500,70800,71000,71300,71500,71900,72000,72100,72300,72400,72600,72800,72800,72800,73000,73300,73600,73500,73700,73900,74100,74300,74500,74800,75200,75400,75600,75700,75900,76100,76100,76100,76200,76300,76600,77000,77300,77200,77400,77800,78300,78600,78900,79400,79800,80100,80400,80700,81100,81700,82100,82300,82600,83200,83700,83900,84300,84900,85300,85700,86100,86700,87200,87700,88000,88200,88600,89100,89600,90100,90600,91400,92100,92800,93500,94000,94500,95200,96000,96800,97700,98100,98300,98500,98700,98900,99400,100000,100400,100600,101000,101300,101400,101400,101600,102000,102400,102800,103100,103300,103400,103600,103800,103900,103700,103700,103700,103500,103300,103000,102900,102800,102800,102600,102600,102300,102600,103400,103800,104000,104400,104600,104600,104600,104700,104800,104900,105000,105100,105200,105100,105200,105400,105500,105600,105400,105200,105100,104900,104600,104200,103700,103400,103100,102700,102500,102200,101800,101600,101400,101200,101100,101000,101000,101100,101100,101200,101400,101700,102100,102400,102600,102700,102900,103100,103400,103800,104300,104900,105300,105700,106400,107200,107900,108300,109100,110000,110800,111200,111000,110200,109600,109500,109500,109600,110000,110700,111200,111200,111200,111600,112300,113000,113500,113700,113900,114200,114400,114500,114600,114900,115100
55,"Utah",32,129500,129900,130500,131000,131600,132300,133000,134000,135000,136000,136900,137700,138300,139000,139600,140300,141300,142200,142600,142900,143300,143800,144400,144800,145100,145600,146000,146400,146800,147200,147600,147900,148300,148700,149100,149800,150500,151200,151900,152400,152600,153100,154500,156300,157500,158000,158400,159000,159700,160100,160500,160800,161300,162200,163100,163800,164600,165400,165900,166200,166700,166900,167000,167200,167600,167800,167900,168000,168000,168300,168900,169200,169200,168900,169000,169500,170100,170200,169800,169400,169400,169500,169400,169300,169200,169300,169400,169400,169100,169000,169000,169000,169100,169500,170000,170400,170900,171600,172500,173200,173600,173900,174300,174700,175500,176000,176900,178300,180000,181500,183400,185200,187000,188900,191000,193000,194700,196700,199200,202200,205300,208500,211900,215900,220100,224700,229400,233400,237000,240900,245200,249000,252300,254700,256600,258100,259900,261800,263400,265100,266500,266900,266700,265300,263100,261300,260500,259900,259400,258800,258100,257100,256200,255500,255200,254400,252700,251100,249500,247700,245200,242000,238600,236100,233700,231500,229200,227500,226500,225100,222600,219900,217500,215100,212700,211400,210400,209200,205600,203500,204600,206700,206300,205400,204100,203500,203200,202100,200900,200200,200400,201300,202200,202700,203800,205000,205900,206700,207600,208400,209400,210600,211500,212700,214700,217100,218600,219600,221000,222300,223700,225200,226200,226700,228200,227600,223100,217800,215400,214200,213800,213500,214000,214800,215400,215700,216400,217200,218100,218800,220100,222100,224400,226000,227300,228200,229200,230000
